SD;MO;SC;SF;FC;Longname(german);Longname(english)
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvDdReadFil;Service Funktion fuer Sensorauswertung;Global Function for Device Library Filter read
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvDiagFadeOut;Service Funktion fuer Diagnoseausblendung;Global Function for Diagnosis Fadeout
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvDiagGndKey;Service Funktion fuer Massetaktungsdiagnose;Global Function for Diagnosis Ground Keying
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvDiagPwmInp;Service Funktion fuer PWM Fenster Diagnose;Global Function for Pulse Width Modulation input Diagnosis
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvDigStsLine;Service Funktion fuer Digitale Statusdiagnose;Global Function for Digital Status Line
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvDthr;Service Funktion fuer Dither;Global Function for Dither
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvFirFil;Service Funktion fuer FIR Filter;Global Function for Finite Impulse Response filter
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvFloat;Float Servicefunktionen;Global Function for Float
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvGovrDeMon;Service Funktion fuer Regelabweichungsdiagnose;Global Function for Governor Deviation Monitoring
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvHbrdgPsDiag;Service Funktion fuer H-Bruecken Endstufendiagnose;Global Function for H-Bridge Power Stage Diagnosis
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvHldgILimn;Service Funktion fuer Haltestrombegrenzung;Global Function for Holding Current Limitation
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvHysCmp;Service Funktion fuer Hysteresekompensation;Global Function for Hysteresis Compensation
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvMinRunMinOffTi;Service Funktion fuer minimale Ein- und Ausschaltzeit;Global Function for Minimum Run and Minimum Off time
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvMstSlaveErr;Service Funktion fuer MasterSlave Fehlerkoordinator;Global Function for Master Slave Error Handling
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvObd;Service Funktion fuer OBD Diagnosen;Global Function for On Board Diagnosis
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvPll;Service Funktion fuer PLL;Global Function for Phase Locked Loop
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvPwmPsDiag;Service Funktion fuer PWM Endstufendiagnose;Global Function for Pulse Width Modulation Power Stage Diagnosis
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvRelsFct;Service Funktion fuer Losreissfunktion;Global Function for actuator Release function
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvSent;Service Funktion fuer SENT;Global Function for Single Edge Nibble Transmission
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvSnsrSeln;Service Funktion fuer Sensorauswahl;Global Function for Sensor Selection
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbSrvTMdl;Service Funktion fuer Temperaturmodell;Global Function for Temperatue Model
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DELib_GlbTst;Testersunktionen für die in DELib konfigurierten Steller;Tester functions for the actuators configured in DELib
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;IS_StdCompSrv;DevLib_MacroDef;Device library MACRO defenitions;Device library MACRO defenitions
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;;Software Sharing;Software Sharing
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;AirDev_SwSVW;SW-Adapter SW-Sharing bzgl. Komponententreiber für Luftsteller und Sensoren;SW Adapter SW-Sharing with respect to Device driver for air related actuators and sensors
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;AirDvP_SwSBMW;BMW Layer: Adapter SW-Sharing bzgl. Drucksensoren Luftsystem;BMW Layer: Adapter Software Sharing with respect to Air Devices Pressure
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;AirDvP_SwSVW;SW-Adapter SW-Sharing bzgl. Drucksensoren Luftsystem;SW Adapter SW-Sharing with respect to Air Devices Pressure
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;AirMod_SwSBMW;Adapter SW-Sharing bzgl. Modell Luftsystem;Adapter Software Sharing with respect to Air System Model
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;AirMod_SwSVW;SW-Adapter SW-Sharing bzgl. Air System Model;SW Adapter SW-Sharing with respect to Air System Model
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;API_ATS_SwSVW;SW Adapter SW-Sharing unter der Berücksichtigung  von ATS Schnittstellen;SW Adapter SW-Sharing with respect to ATS interfaces
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;API_AVS_SwSVW;SW Adapter SW-Sharing unter der Berücksichtigung von AVS Schnittstellen;SW Adapter SW-Sharing with respect to AVS interfaces
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;API_ComDia_SwSBMW;BMW: Programmierschnittstelle zu Services Kommunikation;BMW: Application Programming Interface to Communication Services
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ASDCtl_SwSVW;SW Adapter SW-Sharing für Lastschlagdämpfer;SW Adapter SW-Sharing with respect to Active Surge Damper
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;AuthBMW;BMW Software Sharing: Authentication;BMW Software Sharing: Authentication
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;AVS2MED;Adapter für AVS Tester Schnittstelle;Adapter for AVS testing interface
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;BMW_A2L;BMW SW-Sharing Delivery;BMW SW-Sharing Delivery
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;BMW_ARXML;arxml Dateien von BMW;arxml files from BMW
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;BMW_CONTAINER;BMW-Layer: SW-Sharing Adapter zum Aufruf der BMW-Prozesse;BMW Layer: SW Sharing Adapter for calling BMW processes
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;BMW_DSMCONFDATA;BMW SW-Sharing Delivery;BMW SW-Sharing Delivery
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;BMW_Inc;BMW SW-Sharing Delivery;BMW SW-Sharing Delivery
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;BMW_Lib;BMW SW-Sharing Delivery;BMW SW-Sharing Delivery
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;BstCtl_SwSVW;SW-Adapter SW-Sharing bzgl. Steuerung Aufladung;SW Adapter SW-Sharing with respect to Boost Pressure Control
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;BstSet_SwSBMW;Adapter SW-Sharing bzgl. Sollwertberechnung Aufladung;Adapter Software Sharing with respect to Boost Pressure Setpoint Calculation
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;BstSet_SwSVW;SW-Adapter SW-Sharing bzgl. Sollwertberechnung Aufladung;SW Adapter SW-Sharing with respect to Boost Pressure Setpoint calculation
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;BswPfAdp_VW;Basis Software Platform Adapter Kunde VW;Basis Software Platform Adapter Customer VW
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;CbsBMW;BAC Module Cbs (BMW);BAC Module Cbs (BMW)
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;CDVePt_SwSVW;Adapter für Komplexe Treiber für Fahrzeug und Powertrain Devices;Adapter for Complex Driver for Vehicle and Powertrain Devices
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ChrCtl_SwS;SW-Sharing  Satellitenfunktion bzgl. Ladungssteuerung;Software Sharing Satellite Function with respect to Engine Charge Control
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ChrCtl_SwSVW;SW-Adapter SW-Sharing bzgl. Ladungssteuerung;SW Adapter SW-Sharing with respect to Engine Charge Control
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ChrSet_SwSBMW;Adapter SW-Sharing bzgl. Sollwertberechnung Ladungssteuerung;Adapter Software Sharing with respect to Engine Charge Setpoint Calculation
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ChrSet_SwSVW;SW-Adapter SW-Sharing bzgl. Sollwertberechnung Ladungssteuerung;SW Adapter SW-Sharing with respect to Engine Charge Setpoint Calculation
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;CmbCtl_SwSVW;SW-Adapter SW-Sharing bzgl. Verbrennungsregelung;SW Adapter SW-Sharing with respect to Combustion control
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;CmbEst_SwSVW;SW-Adapter SW-Sharing bzgl. Verbrennungsmodellierung;SW Adapter SW-Sharing with respect to Combustion Estimation
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;CodingBMW;BMW Software Sharing: Coding;BMW Software Sharing: Coding
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;CoEng_SwSBMW;BMW Layer: Adapter SW-Sharing bzgl. Motorkoordinator - Motorzustände;BMW Layer: Adapter Software Sharing with respect to Coordinator Engine
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;CoEng_SwSVW;SW-Adapter SW-Sharing bzgl. Motorkoordinator - Motorzustände;SW Adapter SW-Sharing with respect to Coordinator Engine
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ComCIL_SwSVW;SW-Adapter SW-Sharing bzgl. Signalverarbeitung kundenspezifischer Fahrzeugkommunikation;SW Adapter SW-Sharing with respect to Communication Customer Interface Layer
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ComCo_SwSVW;SW-Adapter SW-Sharing bzgl. Koordination Kommunikation;SW-Adapter SW-Sharing with respect to Communication Coordinator
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ComDia_SwSBMW;BMW Layer: Adapter SW-Sharing bzgl. Services Kommunikation;BMW Layer: Adapter Software Sharing with respect to Communication Services
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ComDia_SwSVW;SW-Adapter SW-Sharing bzgl. Services Kommunikation;SW Adapter SW-Sharing with respect to Communication Services
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ComM_VW;Kommunikations Manager Kunde VW;Communication Manager Customer VW
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ComVeh2_SwSVW;SW-Adapter SW-Sharing bzgl. Fahrzeugkommunikation;SW Adapter SW-Sharing with respect to Communication Vehicle
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ComVeh_SwSBMW;BMW Layer: Adapter SW-Sharing bzgl. Fahrzeugkommunikation;BMW Layer: Adapter Software Sharing with respect to Communication Vehicle
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ComVeh_SwSVW;SW-Adapter SW-Sharing bzgl. Fahrzeugkommunikation;SW Adapter SW-Sharing with respect to Communication Vehicle
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ConfCheck_SwSBMW;Kundenspezifischer Interface Layer Check der Kunden-Systemkonstanten Konfiguration;Customer Interface Layer between and RB check of customer systemconstants configuration
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;Conf_SwSVW;SW-Adapter SW-Sharing bzgl. Konfiguration;SW Adapter SW-Sharing with respect to Configuration
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ContiBMW_A2L;BMW SW-Sharing - Delivery from 3rd party CONTI;BMW SW-Sharing - Delivery from 3rd party CONTI
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ContiBMW_CEL;BMW SW-Sharing - Delivery from 3rd party CONTI-central elements;BMW SW-Sharing - Delivery from 3rd party CONTI-central elements
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ContiBMW_Inc;BMW SW-Sharing - Delivery from 3rd party CONTI;BMW SW-Sharing - Delivery from 3rd party CONTI
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ContiBMW_LIB;BMW SW-Sharing - Delivery from 3rd party CONTI;BMW SW-Sharing - Delivery from 3rd party CONTI
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;CplBMW;BMW Software Sharing: Cryptographic Primitive Library;BMW Software Sharing: Cryptographic Primitive Library
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;DarhBMW;BMW Software Sharing: Diagnostic Active Response Handler (Darh);BMW Software Sharing: Diagnostic Active Response Handler (Darh)
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;DELib_SwSBMW;Adapter SW-Sharing bzgl. Bibliothek Steller und Sensoren;Adapter Software Sharing with respect to Library Device Encapsulation
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;DELib_SwSVW;SW-Adapter SW-Sharing bzgl. Bibliothek Steller und Sensoren;SW Adapter SW-Sharing with respect to Library Device Encapsulation
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;DFESAppl_SwSVW;SW-Adapter SW-Sharing bzgl.DFES kundenspezifische Anwendungen;SW Adapter SW-Sharing with respect to DFES Customer Specific Applications
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;DrAs_SwSBMW;BMW Layer: Adapter SW-Sharing bzgl. Fahrzeugfunktionen Driver Assistance;BMW Layer: Adapter Software Sharing with respect to Vehicle Functions Driver Assistance
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;DrAs_SwSVW;SW-Adapter SW-Sharing bzgl. Fahrzeugfunktionen Driver Assistance;SW Adapter SW-Sharing with respect to Vehicle Functions Driver Assistance
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;DSMApl2ECU_SwSVW;SW-Adapter SW-Sharing bzgl. Schnittstellen DSMApl - ECU;SW Adapter SW-Sharing with respect to Interface DSMApl - ECU
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;DSMApl_PCR_SwSVW;SW Adapter SW-Sharing in Hinsicht auf PCR Diagnose System Bedatung;SW Adapter SW-Sharing with respect to PCR Diagnostic System Management Application
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;DSMApl_SwSJLR;SW-Adapter SW-Sharing bzgl. Diagnose System Manager Anwendungspaket;SW Adapter Software Sharing with respect to Diagnostic System Management Application
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;DSMApl_SwSVW;SW-Adapter SW-Sharing bzgl. Diagnose System Manager Anwendungspaket;SW Adapter SW-Sharing with respect to Diagnostic System Management Application
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;DSMCtrl_SwSVW;SW-Adapter SW-Sharing bzgl. DSM-Beobachter;SW Adapter SW-Sharing with respect to DSM Observer
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;DSMObs_SwSVW;SW-Adapter SW-Sharing bzgl. DSM-Beobachter;SW Adapter SW-Sharing with respect to DSM Observer
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ECl_SwSVW;SW-Adapter SW-Sharing bzgl. Elektrische Kupplung;SW Adapter SW-Sharing with respect to Electric Clutch
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;edc2layer_adap;Layer Adapter EDC zu BMW-Layer;Layer Adapter EDC to BMW-Layer
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;edc2layer_lin;BMW SW-Sharing Delivery;BMW SW-Sharing Delivery
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;Eep_SwSBMW;BMW: Adapter SW-Sharing bzgl. EEPROM- und EEPROM-Emulationshandler;BMW: Adapter Software Sharing with respect to EEPROM and Emulation Handler
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ElDev_SwSVW;SW-Adapter SW-Sharing bzgl. Elektirsche Devices;SW Adapter SW-Sharing with respect to Electrical Devices
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ElSS_SwSVW;SW-Adapter SW-Sharing bzgl. Elektrisches Versorgungssystem;SW Adapter SW-Sharing with respect to Electrical Supply System
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ElTrac_SwSVW;SW-Adapter SW-Sharing bzgl. Elektrisches Antriebssystem;SW Adapter SW-Sharing with respect to Electric Traction System
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;EngDem_SwSVW;SW-Adapter SW-Sharing bzgl. Motoranforderung;SW Adapter SW-Sharing with respect to Engine Demand
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;EngMec_SwSBMW;BMW Layer: Adapter SW-Sharing bzgl. Motormechanik;BMW Layer: Adapter Software Sharing with respect to Engine Mechanics
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;EngPrt_SwSBMW;Adapter Software-Sharing in Bezug auf Motor-Schutz;Adapter Software Sharing with respect to Engine Protection
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;EngStrt_SwSVW;SW-Adapter SW-Sharing bzgl. Motor Start;SW Adapter SW-Sharing with respect to Engine Start
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;EngTmr_SwSVW;SW-Adapter SW-Sharing bzgl. Motorbetriebsdauer;SW Adapter SW-Sharing with respect to Engine Timer Functions
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;EnvP_Adpr;Schnittstellenadapter zur Kompatibilität zu klassischen GS or DS Funktionen;Interface adapter for compatibility to GSDS classic functionality
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;Epm_SwSBMW;BMW Layer: Adapter SW-Sharing bzgl. Drehzahlerfassung;BMW Layer: Adapter Software Sharing with respect to Engine Position Management
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;Epm_SwSVW;SW-Adapter SW-Sharing bzgl. Drehzahlerfassung;SW Adapter SW-Sharing with respect to Engine Position Management
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ESC_SwSVW;SW-Adapter SW-Sharing bzgl. Engine Synchronous Schedule Contoller;SW Adapter SW-Sharing with respect to Engine Synchronous Schedule Contoller
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ExhCo_SwSVW;SW-Adapter SW-Sharing bzgl. Abgassystem Koordinationsfunktionen;SW Adapter SW-Sharing with respect to Exhaust System Coordination
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ExhDvF_SwSVW;SW-Adapter SW-Sharing bzgl. Abgasklappen;SW Adapter Software Sharing with respect to Exhaust Devices Flaps
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ExhDvP_SwSVW;SW-Adapter SW-Sharing bzgl. Drucksensoren Abgassystem;SW Adapter SW-Sharing with respect to Exhaust Devices Pressure
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ExhDvT_SwSVW;SW-Adapter SW-Sharing bzgl. Temperatursensoren Abgas;SW Adapter SW-Sharing with respect to Exhaust Devices Temperature
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ExhMgT_SwSVW;SW-Adapter SW-Sharing bzgl. Abgastemperatur Management;SW Adapter SW-Sharing with respect to Exhaust  Management Temperature
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;ExhMod_SwSVW;SW-Adapter SW-Sharing bzgl. Abgasmodell Exhaust;SW Adapter SW-Sharing with respect to Exhaust Determination Model.
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;FEL_SwSVW;SW Adapter Softwaresharing für Tankleck Diagnose;SW Adapter SW-Sharing with respect to Leakage Diagnosis
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;FlDev_SwSVW;SW-Adapter SW-Sharing bzgl. Kraftstoff Devices;SW Adapter SW-Sharing with respect to Fuel Devices
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;FlMA_SwSVW;SW-Adapter SW-Sharing bzgl. Gemischadaption;SW Adapter SW-Sharing with respect to Fuel Mixture Adaptation
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;FlSplG_SwSVW;SW-Adapter SW-Sharing bzgl. Kraftstoffzulieferung Benzin;SW Adapter SW-Sharing with respect to Fuel Supply System Gasoline
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;FlSply_SwSBMW;BMW Layer: Adapter SW-Sharing bzgl. Kraftstoffzulieferung Diesel;BMW Layer: Adapter Software Sharing with respect to Fuel Supply System Diesel
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;FlSply_SwSVW;SW-Adapter SW-Sharing bzgl. Kraftstoffzulieferung Diesel;SW Adapter SW-Sharing with respect to Fuel Supply System Diesel
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;FPCtl_SwSVW;SW-Adapter SW-Sharing bzgl. Tankentlüftung;SW Adapter SW-Sharing with respect to Fuel Purge Control
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;Frm_SwSVW;SW-Adapter SW-Sharing bzgl. Frame-Manager;SW Adapter SW-Sharing with respect to Frame Handler
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;FscsmBMW;BMW Software Sharing: Fahrzeug Security Client Security Module;BMW Software Sharing: Fahrzeug Security Client Security Module
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;FuEvapLeak_SwSBmwNvld;BMW Layer: Adapter SW-Sharing bzgl. Tankleckdiagnose, NVLD;BMW Layer: Adapter Software Sharing with respect to Fuel Evaporation Leakage, NVLD
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;GEVCtl_AVCAdpr;Adapter für AVC-Funktionen;Adaptor for AVC-Functions
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;GEVCtl_IFace;Schnittstellenkoordinator Nockenwellensteuerung;Interface coordinator for gas exchange control
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;GEVCtl_IfVS;Funktionale Schnittstelle zu den Funktionen für Audi Valvelift System;Functional Interface with Audi Valvelift System Functions
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;GEVCtl_PhaAdpr;Schnittstellenadapter Phasenverstellung Nockenwelle;Interface adapter phase shifting camshaft
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;GEVCtl_SwSVW;SW-Adapter SW-Sharing bzgl. Gaswechselventilsteuerung;SW Adapter SW-Sharing with respect to Gas Exchange Valve Control
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;Glb_SwSBacAuthBMW;Software Sharing Adapter für BAC Module Authentifikation (BMW);Software Sharing Adapter for BAC Module Authentication (BMW)
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;Glb_SwSBacBMW;BMW: SW-Adapter SW-Sharing bzgl. OEM BMW Autosar Core (BAC);BMW: SW-Adapter SW-Sharing bzgl. OEM BMW Autosar Core (BAC)
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;Glb_SwSBacCbsBMW;Software Sharing Adapter für BAC Module Cbs (BMW);Software Sharing Adapter for BAC Module Cbs (BMW)
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;Glb_SwSBacCodingBMW;Software Sharing Adapter für BAC Module Coding (BMW);Software Sharing Adapter for BAC Module Coding (BMW)
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;Glb_SwSBacDarhBMW;Software Sharing Adapter für BAC Module Darh (BMW);Software Sharing Adapter for BAC Module Darh (BMW)
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;Glb_SwSBacFscsmBMW;Software Sharing Adapter für BAC Module Fscsm (BMW);Software Sharing Adapter for BAC Module Fscsm (BMW)
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;Glb_SwSBacStdDiagBMW;Software Sharing Adapter für BAC Module StdDiag (BMW);Software Sharing Adapter for BAC Module StdDiag (BMW)
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;Glb_SwSBMW;SW-Sharing Adapter für generelle Schnittstellen;SW-Sharing Adapter for general mappings
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;Glb_SwSSwcEaLayerBMW;BMW: SW-Adapter SW-Sharing bzgl. OEM-Komponente SwcEaLayer;BMW: SW Adapter Software Sharing with respect to OEM component SwcEaLayer
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;Glb_SwSSwcFepmBMW;BMW: SW-Adapter SW-Sharing bzgl. OEM-Komponente SwcFepm;BMW: SW Adapter Software Sharing with respect to OEM component SwcFepm
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;GlwSys_SwSVW;SW-Adapter SW-Sharing bzgl. Glühkontrolle;SW Adapter SW-Sharing with respect to Glow Control
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;HEGN_SwSVW;SW Adapter SW-Sharing für HEGN Funktionen;SW Adapter SW-Sharing for Heated Exhaust Gas sensor Nox functions
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwSharing;HEGO_SwSVW;SW-Adapter SW-Sharing bzgl. Zweipunktlambdasonden;SW Adapter SW-Sharing with respect to Heated exhaust gas oxygen sensors
